height weight
1 183.49397254869 73.4863414404563
2 176.255449023231 98.7175655672443
3 179.480789136527 84.2942236076145
4 180.106933214017 94.1941008747761
5 174.579717694386 88.778572194421
6 164.727658156286 76.1079172197438
7 170.463626766294 68.3681627474276
8 188.04710405029 86.5724181561162
9 180.761171136411 86.6099459852723
10 175.838241555316 97.7191063137424
11 186.603357658093 95.252175575624
12 184.60578378133 78.6651916838702
13 171.64055636093 66.7858041471217
14 189.15923956596 87.8402384673478
15 174.97217151841 82.3372802827465
16 184.881099990238 93.8812739374876
17 179.191231530525 87.8536421477212
18 179.954968486455 72.0768988739264
19 171.895151399378 76.5362889545598
20 170.582589176392 78.893262949262
21 172.733609973019 67.4843892448102
22 182.874364407108 78.0915650458233
23 180.855356414771 82.4190793853226
24 176.198655175653 90.1441625628674
25 180.778928971225 89.269822048456
26 173.452613565974 88.717339986402
27 183.857769462596 87.9053186134608
28 173.629406721563 92.7648603343362
29 177.828469173702 84.0337937344003
30 180.714198462382 91.7800179574284
31 178.73204740504 81.0798367213564
32 164.901826682949 51.3464316956111
33 174.543011354317 72.465702106438
34 179.119135009944 83.7398007253567
35 174.488541128665 68.3465798624356
36 186.294970831407 92.4843040620048
37 181.506473818431 71.025028462517
38 176.608338878101 74.3435450490137
39 177.083265923531 81.3371387478605
40 173.805251731792 75.2468658666741
41 179.696358218904 90.2571060155433
42 176.613544511341 91.8545649276609
43 173.311527752436 74.9619095822364
44 180.591364763711 83.8193330076002
45 173.407797488777 85.4744472144944
46 171.069572899125 83.106979594917
47 182.559610326296 75.7115528973889
48 184.148978501795 83.5186766533987
49 180.287967775198 73.4314540552016
50 178.911329044741 75.8347689168519
51 181.730662599387 92.7164706174773
52 183.188079402908 81.4127687635237
53 186.160099463516 99.9963857510948
54 190.64920389957 90.2824972443512
55 172.117696456805 67.8783811991085
56 184.189119168142 101.03927221981
57 184.873072248879 92.1570884395235
58 169.022017372109 65.9666867663541
59 181.197709801798 89.077459744697
60 179.570561702918 88.3708243245812
61 175.511976942327 91.1146047982424
62 183.255805238979 67.7728356561116
63 158.428302581639 63.3477273452936
64 176.355335970191 75.4894544169484
65 183.590836312262 69.6393414702521
66 185.712988757894 89.8790806665555
67 180.375940972705 85.7515322444795
68 176.203320023428 53.7920479861003
69 175.473663273724 65.8311276070012
